Round,Drawing date,First place winners,Second place winners,Third place winners,Fourth place winners,Fifth place winners,1,2,3,4,5,6,Bonus,Total purchased money,Total purchased tickets,Expected First Winner,Expected Second Winner,Expected Third Winner,Expected Fourth Winner,Expected Fifth Winner
551,2013.06.22,1,32,1440,77811,1313634,3,6,20,24,27,44,25,56989370000,56989370,6.996801742,41.98081045,1595.268447,77748.11733,1266430.444
552,2013.06.29,10,45,1808,86409,1347284,1,10,20,32,35,40,43,57602386000,57602386,7.072064049,42.43238429,1612.428228,78584.42838,1280053.022
553,2013.07.06,6,52,1647,77687,1272468,2,7,17,28,29,39,37,56487483000,56487483,6.935183166,41.611099,1581.219432,77063.41473,1255277.4
554,2013.07.13,2,41,1484,74436,1234010,13,14,17,32,41,42,6,56124466000,56124466,6.890614188,41.34368513,1571.05772,76568.16644,1247210.356
555,2013.07.20,8,46,1554,78046,1296730,11,17,21,24,26,36,12,57273817000,57273817,7.031724383,42.1903463,1603.230797,78136.17599,1272751.489
556,2013.07.27,7,41,1411,73689,1257532,12,20,23,28,30,44,43,57374791000,57374791,7.044121345,42.26472807,1606.0573,78273.93042,1274995.356
557,2013.08.03,7,43,1503,74569,1238570,4,20,26,28,35,40,31,55086560000,55086560,6.76318652,40.57911912,1542.004255,75152.19645,1224145.778
558,2013.08.10,10,51,1408,77834,1206457,12,15,19,26,40,43,29,54939001000,54939001,6.745070141,40.47042084,1537.873726,74950.88813,1220866.689
559,2013.08.17,7,42,1566,73823,1239640,11,12,25,32,44,45,23,55733418000,55733418,6.842603738,41.05562243,1560.111354,76034.67667,1238520.4
560,2013.08.24,7,40,1476,73123,1235465,1,4,20,23,29,45,28,56565298000,56565298,6.94473681,41.66842086,1583.39766,77169.57435,1257006.622
561,2013.08.31,5,41,1434,73966,1252562,5,7,18,37,42,45,20,56638383000,56638383,6.953709733,41.7222584,1585.443483,77269.28104,1258630.733
562,2013.09.07,11,51,1789,85094,1355577,4,11,13,17,20,31,33,56288212000,56288212,6.910717908,41.46430745,1575.641362,76791.55798,1250849.156
563,2013.09.14,7,38,1642,79945,1324790,5,10,16,17,31,32,21,57320132000,57320132,7.037410651,42.22446391,1604.527265,78199.36153,1273780.711
564,2013.09.21,7,32,1649,83100,1358618,14,19,25,26,27,34,2,58012468000,58012468,7.122411376,42.73446825,1623.907401,79143.8854,1289165.956
565,2013.09.28,8,39,1866,85438,1384878,4,10,18,27,40,45,38,59556622000,59556622,7.311993036,43.87195822,1667.131956,81250.5075,1323480.489
566,2013.10.05,4,35,1555,74789,1275890,4,5,6,25,26,43,41,57666611000,57666611,7.079949196,42.47969518,1614.226039,78672.04775,1281480.244
567,2013.10.12,6,53,1547,76284,1271252,1,10,15,16,32,41,28,57439471000,57439471,7.052062354,42.31237413,1607.867848,78362.17053,1276432.689
568,2013.10.19,10,50,1845,87784,1409876,1,3,17,20,31,44,40,57681628000,57681628,7.08179289,42.49075734,1614.6464,78692.53479,1281813.956
569,2013.10.26,4,36,1706,81582,1329250,3,6,13,23,24,35,1,58441902000,58441902,7.175134621,43.05080773,1635.928284,79729.74352,1298708.933
570,2013.11.02,9,38,1573,77565,1323078,1,12,26,27,29,33,42,57654279000,57654279,7.07843515,42.4706109,1613.880836,78655.22374,1281206.2
571,2013.11.09,7,33,1506,74042,1238061,11,18,21,26,38,43,29,56493528000,56493528,6.935925334,41.615552,1581.388646,77071.66166,1255411.733
572,2013.11.16,8,53,1734,81361,1274889,3,13,18,33,37,45,1,56473602000,56473602,6.933478943,41.60087366,1580.83087,77044.47749,1254968.933
573,2013.11.23,8,50,1622,78997,1308493,2,4,20,34,35,43,14,56092721000,56092721,6.886716734,41.3203004,1570.169102,76524.85812,1246504.911
574,2013.11.30,2,33,1259,68910,1184428,14,15,16,19,25,43,2,55882933000,55882933,6.860960263,41.16576158,1564.296635,76238.65348,1241842.956
575,2013.12.07,8,45,1488,75000,1257969,2,8,20,30,33,34,6,56330738000,56330738,6.915938986,41.49563392,1576.831766,76849.57435,1251794.178
576,2013.12.14,3,54,1561,76903,1242512,10,11,15,25,35,41,13,54691148000,54691148,6.714640285,40.28784171,1530.935729,74612.75307,1215358.844
577,2013.12.21,3,42,1526,79150,1322032,16,17,22,31,34,37,33,57010827000,57010827,6.9994361,41.9966166,1595.86908,77777.39018,1266907.267
578,2013.12.28,5,43,1615,80303,1326822,5,12,14,32,34,42,16,58584741000,58584741,7.192671509,43.15602905,1639.926688,79924.61255,1301883.133
579,2014.01.04,11,46,1769,85011,1408043,5,7,20,22,37,42,39,63532871000,63532871,7.800172252,46.80103351,1778.436653,86675.13097,1411841.578
580,2014.01.11,7,42,1665,86352,1401162,5,7,9,11,32,35,33,60514216000,60514216,7.429560494,44.57736297,1693.937297,82556.91132,1344760.356
581,2014.01.18,8,39,1384,76964,1321056,3,5,14,20,42,44,33,60257457000,60257457,7.398037215,44.38822329,1686.75,82206.62619,1339054.6
582,2014.01.25,4,57,1631,79917,1333596,2,12,14,33,40,41,25,59306953000,59306953,7.281340223,43.68804134,1660.143125,80909.89495,1317932.289
583,2014.02.01,11,51,1826,88583,1445611,8,17,27,33,40,44,24,62675295000,62675295,7.694884384,46.1693063,1754.431055,85505.17735,1392784.333
584,2014.02.08,3,32,1464,77972,1328119,7,18,30,39,40,41,36,61343856000,61343856,7.531418553,45.18851132,1717.1609,83688.75307,1363196.8
585,2014.02.15,9,45,1528,79691,1339079,6,7,10,16,38,41,4,60253002000,60253002,7.397490258,44.38494155,1686.625294,82200.54843,1338955.6
586,2014.02.22,8,46,1570,80965,1346737,2,7,12,15,21,34,5,59502096000,59502096,7.305298672,43.83179203,1665.605643,81176.12005,1322268.8
587,2014.03.01,3,43,1437,73745,1254438,14,21,29,31,32,37,17,59715499000,59715499,7.33149897,43.98899382,1671.579302,81467.25648,1327011.089
588,2014.03.08,5,43,1676,78517,1315684,2,8,15,22,25,41,30,59533101000,59533101,7.309105274,43.85463164,1666.473547,81218.41883,1322957.8
589,2014.03.15,7,42,1559,77435,1301184,6,8,28,33,38,39,22,60643729000,60643729,7.445461298,44.67276779,1697.562675,82733.60027,1347638.422
590,2014.03.22,7,31,1370,70019,1221113,20,30,36,38,41,45,23,60003131000,60003131,7.366812645,44.20087587,1679.630808,81859.6603,1333402.911
591,2014.03.29,5,38,1483,73310,1251393,8,13,14,30,38,39,5,59373946000,59373946,7.289565209,43.73739125,1662.018419,81001.29059,1319421.022
592,2014.04.05,6,28,1406,75519,1284347,2,5,6,13,28,44,43,58097477000,58097477,7.132848254,42.79708952,1626.287006,79259.85948,1291055.044
593,2014.04.12,9,62,1818,87413,1383890,9,10,13,24,33,38,28,59368204000,59368204,7.288860242,43.73316145,1661.857687,80993.45703,1319293.422
594,2014.04.19,11,42,1750,79157,1301802,2,8,13,25,28,37,3,57764442000,57764442,7.09196028,42.55176168,1616.964562,78805.51432,1283654.267
595,2014.04.26,8,54,1501,77652,1281555,8,24,28,35,38,40,5,57797288000,57797288,7.095992909,42.57595745,1617.884,78850.32469,1284384.178
596,2014.05.03,10,41,1651,80007,1313990,3,4,12,14,25,43,17,56561071000,56561071,6.944217845,41.66530707,1583.279336,77163.80764,1256912.689
597,2014.05.10,13,46,1532,75553,1260248,8,10,23,24,35,43,37,56832361000,56832361,6.97752515,41.8651509,1590.87339,77533.91678,1262941.356
598,2014.05.17,16,50,2053,86005,1333411,4,12,24,33,38,45,22,57518550000,57518550,7.061771184,42.3706271,1610.081458,78470.05457,1278190
599,2014.05.24,8,43,1685,79069,1297530,5,12,17,29,34,35,27,57381791000,57381791,7.044980761,42.26988457,1606.253247,78283.48022,1275150.911
600,2014.05.31,15,41,1518,77138,1258677,5,11,14,27,29,36,44,56372519000,56372519,6.921068599,41.52641159,1578.001316,76906.57435,1252722.644
601,2014.06.07,9,28,1516,72233,1205559,2,16,19,31,34,35,37,55868455000,55868455,6.859182744,41.15509646,1563.891362,76218.90177,1241521.222
602,2014.06.14,8,42,1675,77026,1251693,13,14,22,27,30,38,2,56262855000,56262855,6.907604732,41.44562839,1574.931559,76756.96453,1250285.667
603,2014.06.21,4,30,1363,71799,1227396,2,19,25,26,27,43,28,56276650000,56276650,6.909298397,41.45579038,1575.317714,76775.78445,1250592.222
604,2014.06.28,11,36,1451,75476,1266398,2,6,18,21,33,34,30,56266399000,56266399,6.908039843,41.44823906,1575.030764,76761.79945,1250364.422
605,2014.07.05,9,40,2286,92980,1386335,1,2,7,9,10,38,42,56622924000,56622924,6.951811773,41.71087064,1585.010749,77248.191,1258287.2
606,2014.07.12,10,44,1542,82879,1366588,1,5,6,14,20,39,22,56928896000,56928896,6.989377119,41.93626272,1593.575635,77665.61528,1265086.578
607,2014.07.19,4,35,1448,73277,1220405,8,14,23,36,38,39,13,56806213000,56806213,6.974314861,41.84588916,1590.141446,77498.2442,1262360.289
608,2014.07.26,7,32,1516,74353,1243159,4,8,18,19,39,44,41,56146117000,56146117,6.893272364,41.35963418,1571.663783,76597.70396,1247691.489
609,2014.08.02,2,47,1621,80472,1300134,4,8,27,34,39,40,13,54858201000,54858201,6.735150017,40.4109001,1535.611942,74840.65621,1219071.133
610,2014.08.09,4,34,1398,71718,1218676,14,18,20,23,28,36,33,56862756000,56862756,6.98125686,41.88754116,1591.724219,77575.38336,1263616.8
611,2014.08.16,4,47,1486,74589,1258998,2,22,27,33,36,37,14,57411079000,57411079,7.048576561,42.29145936,1607.073088,78323.43656,1275801.756
612,2014.08.23,11,59,1833,86228,1364516,6,9,18,19,25,33,40,56931314000,56931314,6.989673986,41.93804392,1593.643321,77668.91405,1265140.311
613,2014.08.30,9,30,1538,77945,1299580,7,8,11,16,41,44,35,57986249000,57986249,7.119192369,42.71515422,1623.173469,79108.11596,1288583.311
614,2014.09.06,6,46,1523,80393,1360707,8,21,25,39,40,44,18,62301977000,62301977,7.649050713,45.89430428,1743.980993,84995.87585,1384488.378
615,2014.09.13,9,31,1670,83981,1383278,10,17,18,19,23,27,35,59072378000,59072378,7.252540558,43.51524335,1653.576811,80589.87449,1312719.511
616,2014.09.20,9,49,1700,81118,1350809,5,13,18,23,40,45,3,60303360000,60303360,7.403672901,44.42203741,1688.034934,82269.24966,1340074.667
617,2014.09.27,8,43,1993,93731,1481805,4,5,11,12,24,27,28,58958123000,58958123,7.238513037,43.43107822,1650.378541,80434.00136,1310180.511
618,2014.10.04,5,45,1581,75243,1260882,8,16,25,30,42,43,15,58550803000,58550803,7.188504812,43.13102887,1638.976682,79878.31241,1301128.956
619,2014.10.11,3,59,1712,83710,1355209,6,8,13,30,35,40,21,58822925000,58822925,7.221914265,43.33148559,1646.594026,80249.55662,1307176.111
620,2014.10.18,7,44,1661,78155,1266599,2,16,17,32,39,45,40,58342777000,58342777,7.162964668,42.97778801,1633.153538,79594.5116,1296506.156
621,2014.10.25,6,62,1555,82843,1336734,1,2,6,16,19,42,9,59407216000,59407216,7.293649893,43.76189936,1662.949726,81046.6794,1320160.356
622,2014.11.01,9,34,1629,77626,1270437,9,15,16,21,28,34,24,59601329000,59601329,7.317481885,43.90489131,1668.383412,81311.49932,1324473.978
623,2014.11.08,8,35,1456,73522,1245962,7,13,30,39,41,45,25,58504142000,58504142,7.182776063,43.09665638,1637.67053,79814.65484,1300092.044
624,2014.11.15,5,61,1574,78840,1309900,1,7,19,26,27,35,16,57832726000,57832726,7.100343767,42.6020626,1618.875994,78898.67121,1285171.689
625,2014.11.22,5,45,1654,82014,1354445,3,6,7,20,21,39,13,58614979000,58614979,7.196383943,43.17830366,1640.773122,79965.86494,1302555.089
626,2014.11.29,8,45,1766,86261,1371217,13,14,26,33,40,43,15,58986187000,58986187,7.241958561,43.45175137,1651.164119,80472.28786,1310804.156
627,2014.12.06,10,35,1532,74824,1243945,2,9,22,25,31,45,12,55981334000,55981334,6.873041328,41.23824797,1567.051114,76372.89768,1244029.644
628,2014.12.13,9,37,1628,80147,1323978,1,7,12,15,23,42,11,57253109000,57253109,7.029181983,42.1750919,1602.651131,78107.92497,1272291.311
629,2014.12.20,5,34,1321,68554,1183752,19,28,31,38,43,44,1,57618701000,57618701,7.074067103,42.44440262,1612.884923,78606.68622,1280415.578
630,2014.12.27,3,48,1631,84380,1420745,8,17,21,24,27,31,15,61335894000,61335894,7.530441028,45.18264617,1716.938025,83677.89086,1363019.867
631,2015.01.03,4,46,1676,85710,1491785,1,2,4,23,31,34,8,65300621000,65300621,8.017205644,48.10323386,1827.920194,89086.79536,1451124.911
632,2015.01.10,11,52,1645,78418,1320223,15,18,21,32,35,44,6,63066603000,63066603,7.742926756,46.45756053,1765.384699,86039.02183,1401480.067
633,2015.01.17,12,47,1789,87613,1430227,9,12,19,20,39,41,13,62015797000,62015797,7.613915306,45.68349183,1735.970132,84605.45293,1378128.822
634,2015.01.24,13,54,2208,101514,1562975,4,10,11,12,20,27,38,63149567000,63149567,7.753112561,46.51867537,1767.70706,86152.206,1403323.711
635,2015.01.31,8,35,1650,85675,1427626,11,13,25,26,29,33,32,62429621000,62429621,7.664722052,45.98833231,1747.554053,85170.01501,1387324.911
636,2015.02.07,8,44,1973,90830,1461300,6,7,15,16,20,31,26,62786394000,62786394,7.708524431,46.25114658,1757.540981,85656.74488,1395253.2
637,2015.02.14,4,45,1637,82147,1369826,3,16,22,37,38,44,23,63504865000,63504865,7.796733848,46.78040309,1777.652698,86636.9236,1411219.222
638,2015.02.21,7,41,1719,84781,1422596,7,18,22,24,31,34,6,64319586000,64319586,7.896760245,47.38056147,1800.458683,87748.41201,1429324.133
639,2015.02.28,4,45,1628,84861,1439719,6,15,22,23,25,32,40,66202599000,66202599,8.127944914,48.76766948,1853.16871,90317.32469,1471168.867
640,2015.03.07,9,48,1639,85410,1404905,14,15,18,21,26,35,23,64080502000,64080502,7.867406993,47.20444196,1793.766152,87422.24011,1424011.156
641,2015.03.14,8,50,1565,79145,1340371,11,18,21,36,37,43,12,63773134000,63773134,7.829670254,46.97802152,1785.162188,87002.91132,1417180.756
642,2015.03.21,12,62,1815,88406,1465689,8,17,18,24,39,45,32,63544224000,63544224,7.801566103,46.80939662,1778.754451,86690.61937,1412093.867
643,2015.03.28,6,43,1525,84656,1407225,15,24,31,32,33,40,13,63110068000,63110068,7.748263119,46.48957871,1766.601388,86098.31924,1402445.956
644,2015.04.04,8,49,1879,87582,1401744,5,13,17,23,28,36,8,61846599000,61846599,7.593142224,45.55885334,1731.233876,84374.62347,1374368.867
645,2015.04.11,4,28,1766,87873,1444728,1,4,16,26,40,41,31,62661756000,62661756,7.693222149,46.1593329,1754.052066,85486.70668,1392483.467
646,2015.04.18,7,36,1522,77400,1321212,2,9,24,41,43,45,30,62308090000,62308090,7.649801229,45.89880738,1744.152111,85004.21555,1384624.222
647,2015.04.25,7,44,1596,79202,1351926,5,16,21,23,24,30,29,62314338000,62314338,7.65056832,45.90340992,1744.327007,85012.73943,1384763.067
648,2015.05.02,7,45,1631,80986,1318403,13,19,28,37,38,43,4,60874405000,60874405,7.473782268,44.84269361,1704.019847,83048.3015,1352764.556
649,2015.05.09,5,45,1689,80347,1313125,3,21,22,33,41,42,20,60473178000,60473178,7.424522103,44.54713262,1692.788546,82500.92497,1343848.4
650,2015.05.16,5,45,1814,87030,1429743,3,4,7,11,31,41,35,60991082000,60991082,7.488107147,44.92864288,1707.285914,83207.47885,1355357.378
651,2015.05.23,8,35,1684,82567,1365832,11,12,16,26,29,44,18,61494891000,61494891,7.549961695,45.29977017,1721.38873,83894.80355,1366553.133
652,2015.05.30,5,36,1504,75739,1280663,3,13,15,40,41,44,20,60426977000,60426977,7.41884983,44.51309898,1691.495269,82437.89495,1342821.711
653,2015.06.06,14,56,1997,88995,1419408,5,6,26,27,38,39,1,59716037000,59716037,7.331565022,43.98939013,1671.594362,81467.99045,1327023.044
654,2015.06.13,8,69,1787,77788,1282725,16,21,26,31,36,43,6,60697813000,60697813,7.452101396,44.71260838,1699.076615,82807.38472,1348840.289
655,2015.06.20,9,41,1610,77437,1281655,7,37,38,39,40,44,18,60434801000,60434801,7.419810413,44.51886248,1691.714282,82448.56889,1342995.578
656,2015.06.27,2,48,1747,83772,1385757,3,7,14,16,31,40,39,61328118000,61328118,7.529486339,45.17691803,1716.720356,83667.2824,1362847.067
657,2015.07.04,9,52,1562,78396,1325593,10,14,19,39,40,43,23,61769837000,61769837,7.583717861,45.50230717,1729.085125,84269.90041,1372663.044
658,2015.07.11,9,38,1678,82738,1364069,8,19,25,28,32,36,37,61131243000,61131243,7.505315246,45.03189148,1711.209355,83398.69441,1358472.067
659,2015.07.18,11,40,1765,85028,1396789,7,18,19,27,29,42,45,61677747000,61677747,7.572411621,45.43446973,1726.507306,84144.26603,1370616.6
660,2015.07.25,10,48,1951,88247,1408802,4,9,23,33,39,44,14,60813322000,60813322,7.466282876,44.79769725,1702.309988,82964.96862,1351407.156
661,2015.08.01,8,63,1830,87840,1426883,2,3,12,20,27,38,40,59597375000,59597375,7.316996437,43.90197862,1668.27273,81306.10505,1324386.111
662,2015.08.08,8,43,1787,88493,1426759,5,6,9,11,15,37,26,59164542000,59164542,7.263855883,43.5831353,1656.156701,80715.60982,1314767.6
663,2015.08.15,7,60,1627,84092,1386028,3,5,8,19,38,42,20,61100704000,61100704,7.501565857,45.00939514,1710.354496,83357.03138,1357793.422
664,2015.08.22,10,44,1530,77395,1320082,10,20,33,36,41,44,5,61921689000,61921689,7.602361309,45.61416785,1733.335825,84477.06548,1376037.533
665,2015.08.29,4,30,1790,87227,1430205,5,6,11,17,38,44,13,61885874000,61885874,7.597964165,45.58778499,1732.333277,84428.20464,1375241.644
666,2015.09.05,6,47,1947,93631,1493940,2,4,6,11,17,28,16,62652917000,62652917,7.692136952,46.15282171,1753.804641,85474.64802,1392287.044
667,2015.09.12,7,40,1543,81344,1368363,15,17,25,37,42,43,13,63421632000,63421632,7.786515016,46.7190901,1775.322808,86523.37244,1409369.6
668,2015.09.19,5,56,1873,89414,1452289,12,14,15,24,27,32,3,63346405000,63346405,7.777279112,46.66367467,1773.217025,86420.74352,1407697.889
669,2015.09.26,6,52,1949,93078,1531364,7,8,20,29,33,38,9,67952211000,67952211,8.342751435,50.05650861,1902.144525,92704.2442,1510049.133
670,2015.10.03,12,39,2145,92680,1483948,11,18,26,27,40,41,25,62242687000,62242687,7.641771454,45.85062872,1742.321325,84914.98909,1383170.822
671,2015.10.10,4,48,1778,90364,1519963,7,9,10,13,31,35,24,63940807000,63940807,7.850256106,47.10153664,1789.855755,87231.6603,1420906.822
672,2015.10.17,9,46,1629,80167,1341175,8,21,28,31,36,45,43,63542330000,63542330,7.801333569,46.80800141,1778.701433,86688.03547,1412051.778
673,2015.10.24,10,35,1864,88838,1450769,7,10,17,29,33,44,5,63163578000,63163578,7.754832745,46.52899647,1768.099261,86171.3206,1403635.067
674,2015.10.31,8,48,1846,89646,1465031,9,10,14,25,27,31,11,61386974000,61386974,7.536712314,45.22027388,1718.367876,83747.57708,1364154.978
675,2015.11.07,4,65,1806,88118,1415830,1,8,11,15,18,45,7,60458623000,60458623,7.42273513,44.53641078,1692.381116,82481.06821,1343524.956
676,2015.11.14,8,63,1665,83276,1371921,1,8,17,34,39,45,27,62147642000,62147642,7.630102418,45.78061451,1739.660788,84785.32333,1381058.711
677,2015.11.21,8,37,1701,79827,1330115,12,15,24,36,41,44,42,62267624000,62267624,7.644833064,45.86899839,1743.019371,84949.00955,1383724.978
678,2015.11.28,6,41,1855,93305,1494095,4,5,6,12,25,37,45,60887293000,60887293,7.475364577,44.85218746,1704.380612,83065.88404,1353050.956
679,2015.12.05,5,54,1829,91171,1493041,3,5,7,14,26,34,35,62220918000,62220918,7.639098791,45.83459275,1741.711958,84885.29059,1382687.067
680,2015.12.12,14,44,1870,86441,1413980,4,10,19,29,32,42,30,64245201000,64245201,7.887627715,47.32576629,1798.37647,87646.93179,1427671.133
681,2015.12.19,6,37,1441,73062,1282079,21,24,27,29,43,44,7,63268253000,63268253,7.767684093,46.60610456,1771.029364,86314.12415,1405961.178
682,2015.12.26,4,56,1851,87618,1464978,17,23,27,35,38,43,2,66757858000,66757858,8.196116173,49.17669704,1868.711734,91074.84038,1483507.956
683,2016.01.02,16,45,2704,117974,1700964,6,13,20,27,28,40,15,71940091000,71940091,8.832358632,52.99415179,2013.774801,98144.73533,1598668.689
684,2016.01.09,9,62,1968,98607,1623161,1,11,15,17,25,39,40,66623887000,66623887,8.179668044,49.07800827,1864.961566,90892.06958,1480530.822
685,2016.01.16,11,52,1910,95302,1576169,6,7,12,28,38,40,18,69126675000,69126675,8.486944848,50.92166909,1935.020574,94306.51432,1536148.333
686,2016.01.23,8,36,1863,91027,1483730,7,12,15,24,25,43,13,65274010000,65274010,8.01393851,48.08363106,1827.175288,89050.49113,1450533.556
687,2016.01.30,6,38,1780,91404,1538380,1,8,10,13,28,42,45,68044669000,68044669,8.354102855,50.12461713,1904.732645,92830.38063,1512103.756
688,2016.02.06,9,53,2107,97676,1610713,5,15,22,23,34,35,2,73095612000,73095612,8.974226341,53.84535805,2046.120591,99721.16235,1624346.933
689,2016.02.13,7,44,1809,90296,1509073,7,17,19,30,36,38,34,67460147000,67460147,8.282338866,49.69403319,1888.370479,92032.9427,1499114.378
690,2016.02.20,15,34,1772,87970,1528472,24,25,33,34,38,39,43,69142025000,69142025,8.488829425,50.93297655,1935.450258,94327.45566,1536489.444
691,2016.02.27,6,31,1708,86063,1455528,15,27,33,35,43,45,16,68590328000,68590328,8.421095486,50.52657292,1920.006942,93574.79945,1524229.511
692,2016.03.05,7,44,1770,87763,1465709,3,11,14,15,32,36,44,66390499000,66390499,8.151014112,48.90608467,1858.428479,90573.66849,1475344.422
693,2016.03.12,10,43,1692,87017,1484420,1,6,11,28,34,42,30,67352935000,67352935,8.26917604,49.61505624,1885.36936,91886.67804,1496731.889
694,2016.03.19,10,78,2286,102474,1581822,7,15,20,25,33,43,12,67533257000,67533257,8.291314858,49.74788915,1890.417003,92132.68349,1500739.044
695,2016.03.26,11,66,1979,95436,1558885,4,18,26,33,34,38,14,67672085000,67672085,8.3083593,49.8501558,1894.30313,92322.08049,1503824.111
696,2016.04.02,10,44,1721,90020,1501952,1,7,16,18,34,38,21,67542971000,67542971,8.292507483,49.7550449,1890.688921,92145.93588,1500954.911
697,2016.04.09,10,90,1940,99698,1615786,2,5,8,11,33,39,31,66966141000,66966141,8.22168787,49.33012722,1874.542073,91358.99181,1488136.467
698,2016.04.16,8,48,2088,97965,1550364,3,11,13,21,33,37,18,66283268000,66283268,8.137848954,48.82709372,1855.426828,90427.3779,1472961.511
699,2016.04.23,8,50,1799,90504,1512397,4,5,8,16,21,29,3,66743146000,66743146,8.194309925,49.16585955,1868.29991,91054.76944,1483181.022
700,2016.04.30,8,41,1562,82874,1414076,11,23,28,29,30,44,13,66846276000,66846276,8.206971588,49.24182953,1871.186765,91195.46521,1485472.8
701,2016.05.07,10,40,1659,81917,1404422,3,10,14,16,36,38,35,64454138000,64454138,7.913279706,47.47967823,1804.225115,87931.97544,1432314.178
702,2016.05.14,11,46,1819,88043,1443954,3,13,16,24,26,29,9,66219854000,66219854,8.130063376,48.78038026,1853.651719,90340.86494,1471552.311
703,2016.05.21,5,51,1719,84194,1416580,10,28,31,33,41,44,21,65728988000,65728988,8.06979789,48.41878734,1839.911208,89671.19782,1460644.178
704,2016.05.28,4,47,1906,95021,1519932,1,4,8,23,33,42,45,65930117000,65930117,8.094491262,48.56694757,1845.541289,89945.58936,1465113.711
705,2016.06.04,4,49,1805,87931,1453654,1,6,17,22,28,45,23,65859843000,65859843,8.085863456,48.51518074,1843.574152,89849.7176,1463552.067
706,2016.06.11,4,51,2108,95376,1531393,3,4,6,10,28,30,37,65723488000,65723488,8.069122634,48.4147358,1839.75725,89663.69441,1460521.956
707,2016.06.18,12,74,2006,94281,1507647,2,12,19,24,39,44,35,66813924000,66813924,8.20299961,49.21799766,1870.281156,91151.32879,1484753.867
708,2016.06.25,4,52,1712,86091,1446865,2,10,16,19,34,45,1,66806307000,66806307,8.202064442,49.21238665,1870.067938,91140.93724,1484584.6
709,2016.07.02,14,44,1696,82305,1385853,10,18,30,36,39,44,32,65592504000,65592504,8.05304123,48.31824738,1836.090695,89484.99864,1457611.2
710,2016.07.09,5,57,1990,102058,1627229,3,4,9,24,25,33,10,65083972000,65083972,7.990606822,47.94364093,1821.855671,88791.23056,1446310.489
711,2016.07.16,7,44,1865,89898,1465123,11,15,24,35,37,45,42,66152746000,66152746,8.121824271,48.73094563,1851.773206,90249.31241,1470061.022
712,2016.07.23,4,47,1727,86066,1449521,17,20,30,31,33,45,19,66136318000,66136318,8.119807343,48.71884406,1851.313347,90226.90041,1469695.956
713,2016.07.30,9,50,1791,87920,1470125,2,5,15,18,19,23,44,64646552000,64646552,7.936903104,47.62141863,1809.611242,88194.47749,1436590.044
714,2016.08.06,7,46,2029,96576,1551993,1,7,22,33,37,40,20,64099989000,64099989,7.869799486,47.21879691,1794.311639,87448.82538,1424444.2
715,2016.08.13,6,61,1873,90747,1503174,2,7,27,33,41,44,10,65794607000,65794607,8.077854184,48.4671251,1841.748041,89760.71896,1462102.378
716,2016.08.20,12,35,1743,88628,1469730,2,6,13,16,29,30,21,67040169000,67040169,8.230776569,49.38465941,1876.614293,91459.98499,1489781.533
717,2016.08.27,6,47,1974,96836,1567530,2,11,19,25,28,32,44,68597839000,68597839,8.42201764,50.53210584,1920.217193,93585.04638,1524396.422
718,2016.09.03,17,64,2404,114614,1595315,4,11,20,23,32,39,40,69400763000,69400763,8.520595674,51.12357404,1942.692952,94680.44065,1542239.178
719,2016.09.10,9,58,2020,99906,1627784,4,8,13,19,20,43,26,71378392000,71378392,8.763396709,52.58038026,1998.051506,97378.43383,1586186.489
720,2016.09.17,14,37,1778,88260,1505233,1,12,29,34,36,37,41,69939090000,69939090,8.586688128,51.52012877,1957.762009,95414.85675,1554202
721,2016.09.24,8,40,1607,84770,1464353,1,28,35,41,43,44,31,71627567000,71627567,8.793988872,52.76393323,2005.026509,97718.37244,1591723.711
722,2016.10.01,4,46,1688,84912,1439078,12,14,21,30,39,43,45,69446489000,69446489,8.526209629,51.15725777,1943.972931,94742.82265,1543255.311
723,2016.10.08,8,40,1777,85141,1412967,20,30,33,35,36,44,22,67750231000,67750231,8.317953582,49.90772149,1896.490623,92428.69168,1505560.689
724,2016.10.15,12,55,1833,90083,1528970,2,8,33,35,37,41,14,69987274000,69987274,8.59260386,51.55562316,1959.110794,95480.59209,1555272.756
725,2016.10.22,11,47,1795,88359,1504907,6,7,19,21,41,43,38,70208676000,70208676,8.619786226,51.71871736,1965.308364,95782.6412,1560192.8
726,2016.10.29,14,56,2099,96718,1556425,1,11,21,23,34,44,24,68799295000,68799295,8.44675116,50.68050696,1925.856427,93859.88404,1528873.222
727,2016.11.05,14,87,2064,99271,1600135,7,8,10,19,21,31,20,67559139000,67559139,8.29449249,49.76695494,1891.141502,92167.99318,1501314.2
728,2016.11.12,5,56,1869,94693,1559062,3,6,10,30,34,37,36,68306112000,68306112,8.386201207,50.31720724,1912.051058,93187.05593,1517913.6
729,2016.11.19,4,35,1875,89560,1504682,11,17,21,26,36,45,16,68784161000,68784161,8.444893101,50.66935861,1925.43279,93839.23738,1528536.911
730,2016.11.26,8,45,1741,88791,1501752,4,10,14,15,18,22,39,66934105000,66934105,8.217754688,49.30652813,1873.645308,91315.28649,1487424.556
731,2016.12.03,7,45,1908,96083,1594258,2,7,13,25,42,45,39,69239673000,69239673,8.500818042,51.00490825,1938.183658,94460.67258,1538659.4
732,2016.12.10,7,45,2061,104583,1705993,2,4,5,17,27,32,43,68645948000,68645948,8.427924165,50.56754499,1921.563879,93650.6794,1525465.511
